algo,pat,tim,gen,lgen
nybble,bp4kx4k,14.9903,4094,12
nybble,bp4kx4k,29.9998,8190,13
nybble,bp4kx4k,59.962,16382,14
nybble,bp4kx4k,119.995,32766,15
nybble,bp4kx4k,240.213,65534,16
nybble,lidka,0.0121419,2,2
nybble,lidka,0.027962,6,3
nybble,lidka,0.0599918,14,4
nybble,lidka,0.118659,30,5
nybble,lidka,0.235612,62,6
nybble,lidka,0.474411,126,7
nybble,lidka,0.974413,254,8
nybble,lidka,1.94139,510,9
nybble,lidka,3.94516,1022,10
nybble,lidka,7.8189,2046,11
nybble,lidka,15.4,4094,12
nybble,lidka,31.8532,8190,13
nybble,lidka,62.6178,16382,14
nybble,lidka,123.602,32766,15
nybble,r4kx4k,0.0115778,2,2
nybble,r4kx4k,0.026361,6,3
nybble,r4kx4k,0.0561979,14,4
nybble,r4kx4k,0.116957,30,5
nybble,r4kx4k,0.233719,62,6
nybble,r4kx4k,0.465317,126,7
nybble,r4kx4k,0.931975,254,8
nybble,r4kx4k,1.86706,510,9
nybble,r4kx4k,3.74692,1022,10
nybble,r4kx4k,7.51301,2046,11
nybble,r4kx4k,15.0523,4094,12
nybble,r4kx4k,30.018,8190,13
nybble,r4kx4k,60.1507,16382,14
nybble,r4kx4k,120.381,32766,15
qlife,QGC1,0.00340199,2,2
qlife,QGC1,0.00754309,6,3
qlife,QGC1,0.0152502,14,4
qlife,QGC1,0.027189,30,5
qlife,QGC1,0.0532231,62,6
qlife,QGC1,0.111836,126,7
qlife,QGC1,0.218997,254,8
qlife,QGC1,0.42497,510,9
qlife,QGC1,0.832715,1022,10
qlife,QGC1,1.67132,2046,11
qlife,QGC1,3.37348,4094,12
qlife,QGC1,6.8078,8190,13
qlife,QGC1,13.6779,16382,14
qlife,QGC1,28.0128,32766,15
qlife,QGC1,55.8342,65534,16
qlife,QGC1,112.341,131070,17
qlife,QGC1,224.925,262142,18
qlife,bp4kx4k,0.011179,2,2
qlife,bp4kx4k,0.037153,6,3
qlife,bp4kx4k,0.074796,14,4
qlife,bp4kx4k,0.148997,30,5
qlife,bp4kx4k,0.285493,62,6
qlife,bp4kx4k,0.578574,126,7
qlife,bp4kx4k,1.16812,254,8
qlife,bp4kx4k,2.35517,510,9
qlife,bp4kx4k,4.69006,1022,10
qlife,bp4kx4k,9.20473,2046,11
qlife,bp4kx4k,18.7411,4094,12
qlife,bp4kx4k,37.3994,8190,13
qlife,bp4kx4k,74.3917,16382,14
qlife,bp4kx4k,149.28,32766,15
qlife,breeder,0.000169992,2,2
qlife,breeder,0.000272989,6,3
qlife,breeder,0.000432014,14,4
qlife,breeder,0.000722885,30,5
qlife,breeder,0.00124002,62,6
qlife,breeder,0.00221515,126,7
qlife,breeder,0.0042181,254,8
qlife,breeder,0.0086391,510,9
qlife,breeder,0.0206769,1022,10
qlife,breeder,0.0630519,2046,11
qlife,breeder,0.297038,4094,12
qlife,breeder,1.99554,8190,13
qlife,breeder,16.8087,16382,14
qlife,breeder,170.113,32766,15
qlife,caterpillar,0.246566,2,2
qlife,caterpillar,0.517493,6,3
qlife,caterpillar,1.01594,14,4
qlife,caterpillar,2.02691,30,5
qlife,caterpillar,3.97301,62,6
qlife,caterpillar,8.73154,126,7
qlife,caterpillar,19.1983,254,8
qlife,caterpillar,42.6999,510,9
qlife,caterpillar,95.0105,1022,10
qlife,caterpillar,209.635,2046,11
qlife,jagged,6.91414e-05,2,2
qlife,jagged,9.5129e-05,6,3
qlife,jagged,0.000128984,14,4
qlife,jagged,0.000184059,30,5
qlife,jagged,0.000283003,62,6
qlife,jagged,0.000497103,126,7
qlife,jagged,0.00100112,254,8
qlife,jagged,0.00226212,510,9
qlife,jagged,0.00599408,1022,10
qlife,jagged,0.0183342,2046,11
qlife,jagged,0.062129,4094,12
qlife,jagged,0.231109,8190,13
qlife,jagged,0.961324,16382,14
qlife,jagged,4.1812,32766,15
qlife,jagged,17.68,65534,16
qlife,jagged,76.559,131070,17
qlife,jagged,518.386,262142,18
qlife,lidka,6.50883e-05,2,2
qlife,lidka,7.70092e-05,6,3
qlife,lidka,8.79765e-05,14,4
qlife,lidka,0.000100136,30,5
qlife,lidka,0.000118017,62,6
qlife,lidka,0.000164032,126,7
qlife,lidka,0.000285149,254,8
qlife,lidka,0.000710964,510,9
qlife,lidka,0.00143814,1022,10
qlife,lidka,0.0037601,2046,11
qlife,lidka,0.00813603,4094,12
qlife,lidka,0.017385,8190,13
qlife,lidka,0.0471921,16382,14
qlife,lidka,0.112738,32766,15
qlife,lidka,0.216216,65534,16
qlife,lidka,0.430363,131070,17
qlife,lidka,0.859481,262142,18
qlife,lidka,1.73172,524286,19
qlife,lidka,3.4736,1048574,20
qlife,lidka,7.03024,2097150,21
qlife,lidka,14.2356,4194302,22
qlife,lidka,29.0174,8388606,23
qlife,lidka,58.7645,16777214,24
qlife,lidka,119.717,33554430,25
qlife,lidka,239.838,67108862,26
qlife,mcc,6.29425e-05,2,2
qlife,mcc,8.01086e-05,6,3
qlife,mcc,9.799e-05,14,4
qlife,mcc,0.000128031,30,5
qlife,mcc,0.000194073,62,6
qlife,mcc,0.000441074,126,7
qlife,mcc,0.00105715,254,8
qlife,mcc,0.00240898,510,9
qlife,mcc,0.00596714,1022,10
qlife,mcc,0.01367,2046,11
qlife,mcc,0.0315139,4094,12
qlife,mcc,0.0773079,8190,13
qlife,mcc,0.216387,16382,14
qlife,mcc,0.701761,32766,15
qlife,mcc,2.7432,65534,16
qlife,mcc,10.7793,131070,17
qlife,mcc,38.2059,262142,18
qlife,mcc,156.917,524286,19
qlife,r4kx4k,0.0117099,2,2
qlife,r4kx4k,0.032038,6,3
qlife,r4kx4k,0.0695119,14,4
qlife,r4kx4k,0.14364,30,5
qlife,r4kx4k,0.282435,62,6
qlife,r4kx4k,0.53907,126,7
qlife,r4kx4k,0.970017,254,8
qlife,r4kx4k,1.71281,510,9
qlife,r4kx4k,2.68897,1022,10
qlife,r4kx4k,3.80373,2046,11
qlife,r4kx4k,4.79133,4094,12
qlife,r4kx4k,5.37756,8190,13
qlife,r4kx4k,5.69646,16382,14
qlife,r4kx4k,6.21387,32766,15
qlife,r4kx4k,7.25257,65534,16
qlife,r4kx4k,9.31959,131070,17
qlife,r4kx4k,13.4765,262142,18
qlife,r4kx4k,21.8165,524286,19
qlife,r4kx4k,38.6885,1048574,20
qlife,r4kx4k,72.3591,2097150,21
qlife,r4kx4k,140.768,4194302,22
qlife,spiral,0.000849009,2,2
qlife,spiral,0.00165701,6,3
qlife,spiral,0.003124,14,4
qlife,spiral,0.00592685,30,5
qlife,spiral,0.011471,62,6
qlife,spiral,0.02316,126,7
qlife,spiral,0.0463951,254,8
qlife,spiral,0.0932019,510,9
qlife,spiral,0.189397,1022,10
qlife,spiral,0.381127,2046,11
qlife,spiral,0.7665,4094,12
qlife,spiral,1.56783,8190,13
qlife,spiral,3.16269,16382,14
qlife,spiral,6.36372,32766,15
qlife,spiral,12.8035,65534,16
qlife,spiral,25.9319,131070,17
qlife,spiral,52.1567,262142,18
qlife,spiral,104.61,524286,19
qlife,spiral,210.654,1048574,20
qlife,unlim,5.91278e-05,2,2
qlife,unlim,7.39098e-05,6,3
qlife,unlim,8.79765e-05,14,4
qlife,unlim,0.000104904,30,5
qlife,unlim,0.000133038,62,6
qlife,unlim,0.000204086,126,7
qlife,unlim,0.000414133,254,8
qlife,unlim,0.00146699,510,9
qlife,unlim,0.00417304,1022,10
qlife,unlim,0.0146341,2046,11
qlife,unlim,0.041878,4094,12
qlife,unlim,0.143431,8190,13
qlife,unlim,0.451268,16382,14
qlife,unlim,1.57037,32766,15
qlife,unlim,5.85989,65534,16
qlife,unlim,22.8471,131070,17
qlife,unlim,96.8342,262142,18
qlife,unlim,588.509,524286,19
sse3,bp4kx4k,0.0022788,2,2
sse3,bp4kx4k,0.00470781,6,3
sse3,bp4kx4k,0.00952387,14,4
sse3,bp4kx4k,0.0205629,30,5
sse3,bp4kx4k,0.0393901,62,6
sse3,bp4kx4k,0.080009,126,7
sse3,bp4kx4k,0.156282,254,8
sse3,bp4kx4k,0.307297,510,9
sse3,bp4kx4k,0.618936,1022,10
sse3,bp4kx4k,1.23846,2046,11
sse3,bp4kx4k,2.45843,4094,12
sse3,bp4kx4k,4.93394,8190,13
sse3,bp4kx4k,9.88381,16382,14
sse3,bp4kx4k,19.7307,32766,15
sse3,bp4kx4k,39.4079,65534,16
sse3,bp4kx4k,78.8953,131070,17
sse3,bp4kx4k,157.357,262142,18
sse3,lidka,0.00240517,2,2
sse3,lidka,0.00487208,6,3
sse3,lidka,0.00972319,14,4
sse3,lidka,0.019187,30,5
sse3,lidka,0.0410159,62,6
sse3,lidka,0.0811641,126,7
sse3,lidka,0.156723,254,8
sse3,lidka,0.313544,510,9
sse3,lidka,0.643154,1022,10
sse3,lidka,1.30625,2046,11
sse3,lidka,2.57211,4094,12
sse3,lidka,5.10725,8190,13
sse3,lidka,10.42,16382,14
sse3,lidka,20.769,32766,15
sse3,lidka,41.1824,65534,16
sse3,lidka,81.5459,131070,17
sse3,lidka,162.054,262142,18
sse3,r4kx4k,0.00240898,2,2
sse3,r4kx4k,0.00480199,6,3
sse3,r4kx4k,0.00944901,14,4
sse3,r4kx4k,0.0188761,30,5
sse3,r4kx4k,0.040168,62,6
sse3,r4kx4k,0.0790122,126,7
sse3,r4kx4k,0.153482,254,8
sse3,r4kx4k,0.297273,510,9
sse3,r4kx4k,0.587781,1022,10
sse3,r4kx4k,1.19452,2046,11
sse3,r4kx4k,2.39225,4094,12
sse3,r4kx4k,4.73977,8190,13
sse3,r4kx4k,9.45643,16382,14
sse3,r4kx4k,19.0168,32766,15
sse3,r4kx4k,37.9513,65534,16
sse3,r4kx4k,76.716,131070,17
sse3,r4kx4k,152.942,262142,18
tree,QGC1,0.00394797,2,2
tree,QGC1,0.0106728,6,3
tree,QGC1,0.024662,14,4
tree,QGC1,0.056253,30,5
tree,QGC1,0.108155,62,6
tree,QGC1,0.214384,126,7
tree,QGC1,0.438702,254,8
tree,QGC1,0.900325,510,9
tree,QGC1,1.77542,1022,10
tree,QGC1,3.5184,2046,11
tree,QGC1,6.97921,4094,12
tree,QGC1,13.8894,8190,13
tree,QGC1,27.9468,16382,14
tree,QGC1,56.4649,32766,15
tree,QGC1,114.606,65534,16
tree,QGC1,231.231,131070,17
tree,bp4kx4k,0.0119011,2,2
tree,bp4kx4k,0.0322211,6,3
tree,bp4kx4k,0.0708899,14,4
tree,bp4kx4k,0.148851,30,5
tree,bp4kx4k,0.301393,62,6
tree,bp4kx4k,0.619075,126,7
tree,bp4kx4k,1.24651,254,8
tree,bp4kx4k,2.54975,510,9
tree,bp4kx4k,5.13381,1022,10
tree,bp4kx4k,10.4878,2046,11
tree,bp4kx4k,21.5296,4094,12
tree,bp4kx4k,43.8948,8190,13
tree,bp4kx4k,90.4756,16382,14
tree,bp4kx4k,184.728,32766,15
tree,breeder,0.000160933,2,2
tree,breeder,0.000309944,6,3
tree,breeder,0.000569105,14,4
tree,breeder,0.0010891,30,5
tree,breeder,0.00212097,62,6
tree,breeder,0.00425601,126,7
tree,breeder,0.00854897,254,8
tree,breeder,0.017961,510,9
tree,breeder,0.042208,1022,10
tree,breeder,0.128766,2046,11
tree,breeder,0.508959,4094,12
tree,breeder,3.027,8190,13
tree,breeder,23.1543,16382,14
tree,breeder,263.22,32766,15
tree,caterpillar,0.330714,2,2
tree,caterpillar,0.923797,6,3
tree,caterpillar,2.08559,14,4
tree,caterpillar,4.36691,30,5
tree,caterpillar,8.90442,62,6
tree,caterpillar,17.949,126,7
tree,caterpillar,36.1976,254,8
tree,caterpillar,72.9931,510,9
tree,caterpillar,147.303,1022,10
tree,jagged,6.79493e-05,2,2
tree,jagged,9.58443e-05,6,3
tree,jagged,0.000133991,14,4
tree,jagged,0.000207901,30,5
tree,jagged,0.000358105,62,6
tree,jagged,0.000716925,126,7
tree,jagged,0.001652,254,8
tree,jagged,0.00438309,510,9
tree,jagged,0.0139821,1022,10
tree,jagged,0.047858,2046,11
tree,jagged,0.182298,4094,12
tree,jagged,0.679706,8190,13
tree,jagged,2.62695,16382,14
tree,jagged,10.6646,32766,15
tree,jagged,41.8678,65534,16
tree,jagged,166.304,131070,17
tree,lidka,5.6982e-05,2,2
tree,lidka,7.08103e-05,6,3
tree,lidka,8.29697e-05,14,4
tree,lidka,9.98974e-05,30,5
tree,lidka,0.000130892,62,6
tree,lidka,0.000221968,126,7
tree,lidka,0.000508785,254,8
tree,lidka,0.00135279,510,9
tree,lidka,0.00377798,1022,10
tree,lidka,0.0120819,2046,11
tree,lidka,0.0356369,4094,12
tree,lidka,0.109512,8190,13
tree,lidka,0.328649,16382,14
tree,lidka,0.867888,32766,15
tree,lidka,2.01354,65534,16
tree,lidka,4.33917,131070,17
tree,lidka,9.10775,262142,18
tree,lidka,18.7533,524286,19
tree,lidka,38.2171,1048574,20
tree,lidka,77.9364,2097150,21
tree,lidka,158.321,4194302,22
tree,mcc,7.00951e-05,2,2
tree,mcc,0.000104189,6,3
tree,mcc,0.000152111,14,4
tree,mcc,0.000254154,30,5
tree,mcc,0.000460148,62,6
tree,mcc,0.000981092,126,7
tree,mcc,0.00239921,254,8
tree,mcc,0.00640893,510,9
tree,mcc,0.0193031,1022,10
tree,mcc,0.0576241,2046,11
tree,mcc,0.196574,4094,12
tree,mcc,0.679229,8190,13
tree,mcc,2.36253,16382,14
tree,mcc,8.82103,32766,15
tree,mcc,33.6446,65534,16
tree,mcc,130.305,131070,17
tree,r4kx4k,0.0110331,2,2
tree,r4kx4k,0.0290172,6,3
tree,r4kx4k,0.0648432,14,4
tree,r4kx4k,0.135401,30,5
tree,r4kx4k,0.288234,62,6
tree,r4kx4k,0.61297,126,7
tree,r4kx4k,1.26525,254,8
tree,r4kx4k,2.54883,510,9
tree,r4kx4k,5.29167,1022,10
tree,r4kx4k,10.9449,2046,11
tree,r4kx4k,23.3083,4094,12
tree,r4kx4k,48.0441,8190,13
tree,r4kx4k,99.1139,16382,14
tree,r4kx4k,207.724,32766,15
tree,spiral,0.00114703,2,2
tree,spiral,0.00324106,6,3
tree,spiral,0.00715113,14,4
tree,spiral,0.0142839,30,5
tree,spiral,0.0297549,62,6
tree,spiral,0.0577281,126,7
tree,spiral,0.114617,254,8
tree,spiral,0.224329,510,9
tree,spiral,0.438393,1022,10
tree,spiral,0.867316,2046,11
tree,spiral,1.72892,4094,12
tree,spiral,3.4988,8190,13
tree,spiral,7.03589,16382,14
tree,spiral,14.2906,32766,15
tree,spiral,29.1251,65534,16
tree,spiral,58.597,131070,17
tree,spiral,118.141,262142,18
tree,spiral,238.966,524286,19
tree,unlim,6.19888e-05,2,2
tree,unlim,7.79629e-05,6,3
tree,unlim,9.48906e-05,14,4
tree,unlim,0.000119925,30,5
tree,unlim,0.000182867,62,6
tree,unlim,0.00033617,126,7
tree,unlim,0.000789165,254,8
tree,unlim,0.00291896,510,9
tree,unlim,0.01261,1022,10
tree,unlim,0.0628271,2046,11
tree,unlim,0.305786,4094,12
tree,unlim,1.37423,8190,13
tree,unlim,5.99179,16382,14
tree,unlim,25.0245,32766,15
tree,unlim,103.567,65534,16
tree,unlim,557.311,131070,17
ulifelib,QGC1,0.002141,2,2
ulifelib,QGC1,0.00417519,6,3
ulifelib,QGC1,0.0103481,14,4
ulifelib,QGC1,0.018415,30,5
ulifelib,QGC1,0.0327282,62,6
ulifelib,QGC1,0.0659871,126,7
ulifelib,QGC1,0.131379,254,8
ulifelib,QGC1,0.25233,510,9
ulifelib,QGC1,0.487205,1022,10
ulifelib,QGC1,0.956766,2046,11
ulifelib,QGC1,1.93935,4094,12
ulifelib,QGC1,3.85859,8190,13
ulifelib,QGC1,7.67871,16382,14
ulifelib,QGC1,15.5687,32766,15
ulifelib,QGC1,31.3932,65534,16
ulifelib,QGC1,62.401,131070,17
ulifelib,QGC1,124.629,262142,18
ulifelib,bp4kx4k,0.00421906,2,2
ulifelib,bp4kx4k,0.0111589,6,3
ulifelib,bp4kx4k,0.0249538,14,4
ulifelib,bp4kx4k,0.0528779,30,5
ulifelib,bp4kx4k,0.115538,62,6
ulifelib,bp4kx4k,0.257427,126,7
ulifelib,bp4kx4k,0.636138,254,8
ulifelib,bp4kx4k,1.5133,510,9
ulifelib,bp4kx4k,3.27266,1022,10
ulifelib,bp4kx4k,6.84179,2046,11
ulifelib,bp4kx4k,13.9667,4094,12
ulifelib,bp4kx4k,28.292,8190,13
ulifelib,bp4kx4k,57.0597,16382,14
ulifelib,bp4kx4k,114.808,32766,15
ulifelib,bp4kx4k,230.545,65534,16
ulifelib,breeder,0.00011611,2,2
ulifelib,breeder,0.000163078,6,3
ulifelib,breeder,0.000230074,14,4
ulifelib,breeder,0.000372171,30,5
ulifelib,breeder,0.000673056,62,6
ulifelib,breeder,0.00113916,126,7
ulifelib,breeder,0.00209022,254,8
ulifelib,breeder,0.00424123,510,9
ulifelib,breeder,0.0101621,1022,10
ulifelib,breeder,0.0329421,2046,11
ulifelib,breeder,0.154404,4094,12
ulifelib,breeder,0.983542,8190,13
ulifelib,breeder,11.3152,16382,14
ulifelib,breeder,141.14,32766,15
ulifelib,caterpillar,0.228146,2,2
ulifelib,caterpillar,0.426673,6,3
ulifelib,caterpillar,0.785651,14,4
ulifelib,caterpillar,1.46643,30,5
ulifelib,caterpillar,2.76802,62,6
ulifelib,caterpillar,5.31376,126,7
ulifelib,caterpillar,10.5755,254,8
ulifelib,caterpillar,20.8895,510,9
ulifelib,caterpillar,41.0805,1022,10
ulifelib,caterpillar,81.4138,2046,11
ulifelib,caterpillar,161.647,4094,12
ulifelib,jagged,8.2016e-05,2,2
ulifelib,jagged,9.89437e-05,6,3
ulifelib,jagged,0.00011611,14,4
ulifelib,jagged,0.000142097,30,5
ulifelib,jagged,0.00019002,62,6
ulifelib,jagged,0.000299931,126,7
ulifelib,jagged,0.000563145,254,8
ulifelib,jagged,0.001302,510,9
ulifelib,jagged,0.00375915,1022,10
ulifelib,jagged,0.012459,2046,11
ulifelib,jagged,0.048178,4094,12
ulifelib,jagged,0.181824,8190,13
ulifelib,jagged,0.755764,16382,14
ulifelib,jagged,3.1943,32766,15
ulifelib,jagged,13.7662,65534,16
ulifelib,jagged,79.6101,131070,17
ulifelib,jagged,491.094,262142,18
ulifelib,lidka,7.20024e-05,2,2
ulifelib,lidka,8.4877e-05,6,3
ulifelib,lidka,9.48906e-05,14,4
ulifelib,lidka,0.000104904,30,5
ulifelib,lidka,0.000116825,62,6
ulifelib,lidka,0.000143051,126,7
ulifelib,lidka,0.000206947,254,8
ulifelib,lidka,0.000388145,510,9
ulifelib,lidka,0.000723124,1022,10
ulifelib,lidka,0.00200701,2046,11
ulifelib,lidka,0.004426,4094,12
ulifelib,lidka,0.00929713,8190,13
ulifelib,lidka,0.0238581,16382,14
ulifelib,lidka,0.057219,32766,15
ulifelib,lidka,0.112444,65534,16
ulifelib,lidka,0.226774,131070,17
ulifelib,lidka,0.463286,262142,18
ulifelib,lidka,0.933143,524286,19
ulifelib,lidka,1.86043,1048574,20
ulifelib,lidka,3.72928,2097150,21
ulifelib,lidka,7.49784,4194302,22
ulifelib,lidka,15.0085,8388606,23
ulifelib,lidka,30.0926,16777214,24
ulifelib,lidka,60.1937,33554430,25
ulifelib,lidka,121.024,67108862,26
ulifelib,mcc,7.00951e-05,2,2
ulifelib,mcc,8.41618e-05,6,3
ulifelib,mcc,9.799e-05,14,4
ulifelib,mcc,0.000118971,30,5
ulifelib,mcc,0.000153065,62,6
ulifelib,mcc,0.000255108,126,7
ulifelib,mcc,0.000506163,254,8
ulifelib,mcc,0.00128198,510,9
ulifelib,mcc,0.00301099,1022,10
ulifelib,mcc,0.00676703,2046,11
ulifelib,mcc,0.015815,4094,12
ulifelib,mcc,0.040549,8190,13
ulifelib,mcc,0.121131,16382,14
ulifelib,mcc,0.394904,32766,15
ulifelib,mcc,1.4781,65534,16
ulifelib,mcc,5.8218,131070,17
ulifelib,mcc,21.5863,262142,18
ulifelib,mcc,88.5959,524286,19
ulifelib,mcc,429.897,1048574,20
ulifelib,r4kx4k,0.00382185,2,2
ulifelib,r4kx4k,0.010097,6,3
ulifelib,r4kx4k,0.021863,14,4
ulifelib,r4kx4k,0.047235,30,5
ulifelib,r4kx4k,0.119858,62,6
ulifelib,r4kx4k,0.288298,126,7
ulifelib,r4kx4k,0.641057,254,8
ulifelib,r4kx4k,1.21289,510,9
ulifelib,r4kx4k,1.88355,1022,10
ulifelib,r4kx4k,2.49055,2046,11
ulifelib,r4kx4k,2.9741,4094,12
ulifelib,r4kx4k,3.25234,8190,13
ulifelib,r4kx4k,3.42946,16382,14
ulifelib,r4kx4k,3.72198,32766,15
ulifelib,r4kx4k,4.32338,65534,16
ulifelib,r4kx4k,5.52698,131070,17
ulifelib,r4kx4k,7.97446,262142,18
ulifelib,r4kx4k,12.865,524286,19
ulifelib,r4kx4k,22.6396,1048574,20
ulifelib,r4kx4k,42.4725,2097150,21
ulifelib,r4kx4k,82.8886,4194302,22
ulifelib,r4kx4k,170.569,8388606,23
ulifelib,spiral,0.000488043,2,2
ulifelib,spiral,0.000976086,6,3
ulifelib,spiral,0.00188303,14,4
ulifelib,spiral,0.00362301,30,5
ulifelib,spiral,0.00733113,62,6
ulifelib,spiral,0.0150461,126,7
ulifelib,spiral,0.0311632,254,8
ulifelib,spiral,0.0597951,510,9
ulifelib,spiral,0.116114,1022,10
ulifelib,spiral,0.226774,2046,11
ulifelib,spiral,0.450742,4094,12
ulifelib,spiral,0.917551,8190,13
ulifelib,spiral,1.84088,16382,14
ulifelib,spiral,3.71341,32766,15
ulifelib,spiral,7.45834,65534,16
ulifelib,spiral,14.9051,131070,17
ulifelib,spiral,29.7593,262142,18
ulifelib,spiral,60.2142,524286,19
ulifelib,spiral,121.774,1048574,20
ulifelib,unlim,7.29561e-05,2,2
ulifelib,unlim,0.000102997,6,3
ulifelib,unlim,0.00011611,14,4
ulifelib,unlim,0.00013113,30,5
ulifelib,unlim,0.000157118,62,6
ulifelib,unlim,0.000216007,126,7
ulifelib,unlim,0.000351191,254,8
ulifelib,unlim,0.000952959,510,9
ulifelib,unlim,0.0023911,1022,10
ulifelib,unlim,0.00801301,2046,11
ulifelib,unlim,0.0233202,4094,12
ulifelib,unlim,0.0788031,8190,13
ulifelib,unlim,0.249341,16382,14
ulifelib,unlim,0.866882,32766,15
ulifelib,unlim,3.26192,65534,16
ulifelib,unlim,13.0661,131070,17
ulifelib,unlim,52.0022,262142,18
ulifelib,unlim,271.695,524286,19
